0.000000, -0.662848, 74.366496
0.000000, -0.630607, 74.366496
0.000000, -0.457066, 74.366496
0.000000, -0.358662, 74.366496
0.000000, -0.134160, 74.366496
0.000000, 0.059585, 43.574679
0.000000, 0.126430, 74.366496
0.000000, 0.234481, 43.574679
0.000000, 0.250292, 43.574679
0.000000, 0.260064, 74.366496
0.000000, 0.267417, 74.366496
0.000000, 0.354572, 74.366496
0.000000, 0.363644, 43.574679
0.000000, 0.372248, 74.366496
0.000000, 0.375102, 74.366496
0.000000, 0.388932, 43.574679
0.000000, 0.476686, 43.574679
0.000000, 0.483002, 43.574679
0.000000, 0.516625, 43.574679
0.000000, 0.585223, 74.366496
0.000000, 0.677316, 74.366496
0.000000, 0.946284, 74.366496
1.000000, -0.864356, 74.366496
1.000000, -0.656205, 74.366496
1.000000, -0.636573, 74.366496
1.000000, -0.632204, 74.366496
1.000000, -0.461358, 74.366496
1.000000, -0.347749, 74.366496
1.000000, -0.345012, 74.366496
1.000000, -0.192519, 74.366496
1.000000, 0.370727, 74.366496
1.000000, 0.374423, 74.366496
1.000000, 0.391138, 74.366496
1.000000, 0.506944, 74.366496
1.000000, 0.639750, 74.366496
1.000000, 0.837664, 74.366496
1.000000, 0.896749, 74.366496
2.000000, -0.989179, 74.366496
2.000000, -0.894964, 74.366496
2.000000, -0.830700, 74.366496
2.000000, -0.657238, 74.366496
2.000000, -0.491336, 74.366496
2.000000, -0.311492, 74.366496
2.000000, -0.024400, 74.366496
2.000000, 0.140253, 74.366496
2.000000, 0.157724, 74.366496
2.000000, 0.259933, 74.366496
2.000000, 0.564608, 74.366496
2.000000, 0.694975, 74.366496
2.000000, 0.798990, 74.366496
2.000000, 0.819498, 74.366496
2.000000, 0.940255, 74.366496
3.000000, -0.890651, 74.366496
3.000000, -0.744466, 74.366496
3.000000, -0.539460, 74.366496
3.000000, -0.326456, 74.366496
3.000000, -0.310867, 74.366496
3.000000, -0.216544, 74.366496
3.000000, -0.201864, 74.366496
3.000000, 0.143303, 74.366496
3.000000, 0.331304, 74.366496
3.000000, 0.579368, 74.366496
3.000000, 0.900490, 74.366496
4.000000, -0.647555, 74.366496
4.000000, -0.588357, 74.366496
4.000000, -0.569444, 74.366496
4.000000, -0.516213, 74.366496
4.000000, -0.332933, 74.366496
4.000000, -0.273859, 74.366496
4.000000, 0.008184, 74.366496
4.000000, 0.162375, 74.366496
4.000000, 0.165239, 74.366496
4.000000, 0.338600, 74.366496
4.000000, 0.550301, 74.366496
4.000000, 0.556324, 74.366496
4.000000, 0.758558, 74.366496
4.000000, 0.775556, 74.366496
4.000000, 0.858010, 74.366496
5.000000, -0.808701, 74.366496
5.000000, -0.603753, 74.366496
5.000000, -0.585096, 74.366496
5.000000, -0.557041, 74.366496
5.000000, -0.435299, 74.366496
5.000000, -0.239394, 74.366496
5.000000, -0.101354, 74.366496
5.000000, -0.015826, 74.366496
5.000000, 0.013522, 74.366496
5.000000, 0.067074, 74.366496
5.000000, 0.152425, 74.366496
5.000000, 0.251580, 74.366496
5.000000, 0.428473, 74.366496
5.000000, 0.955864, 74.366496
6.000000, -0.976155, 74.366496
6.000000, -0.863481, 74.366496
6.000000, -0.739201, 74.366496
6.000000, -0.705922, 74.366496
6.000000, -0.641248, 74.366496
6.000000, -0.440602, 74.366496
6.000000, 0.079936, 74.366496
6.000000, 0.246496, 74.366496
6.000000, 0.726729, 74.366496
7.000000, -0.995239, 74.366496
7.000000, -0.921877, 74.366496
7.000000, -0.699361, 74.366496
7.000000, -0.682154, 74.366496
7.000000, -0.670928, 74.366496
7.000000, -0.647102, 74.366496
7.000000, -0.593640, 74.366496
7.000000, -0.541190, 74.366496
7.000000, -0.419797, 74.366496
7.000000, -0.397357, 74.366496
7.000000, -0.354316, 74.366496
7.000000, -0.160983, 74.366496
7.000000, 0.039397, 74.366496
7.000000, 0.099130, 74.366496
7.000000, 0.142499, 74.366496
7.000000, 0.230877, 74.366496
7.000000, 0.353368, 74.366496
7.000000, 0.500836, 74.366496
7.000000, 0.528249, 74.366496
7.000000, 0.538889, 74.366496
7.000000, 0.591287, 74.366496
7.000000, 0.916474, 74.366496
7.000000, 0.971919, 74.366496
7.000000, 0.985108, 74.366496
8.000000, -0.909457, 74.366496
8.000000, -0.823375, 74.366496
8.000000, -0.699122, 74.366496
8.000000, -0.625866, 74.366496
8.000000, -0.192679, 74.366496
8.000000, 0.191359, 74.366496
8.000000, 0.204096, 74.366496
8.000000, 0.441382, 74.366496
8.000000, 0.509311, 74.366496
8.000000, 0.522960, 74.366496
8.000000, 0.567106, 74.366496
8.000000, 0.599224, 74.366496
8.000000, 0.948204, 74.366496
9.000000, -0.919038, 74.366496
9.000000, -0.909891, 74.366496
9.000000, -0.223738, 74.366496
9.000000, -0.197293, 74.366496
9.000000, 0.194010, 74.366496
9.000000, 0.371719, 74.366496
9.000000, 0.587971, 74.366496
9.000000, 0.600359, 74.366496
10.000000, -0.934177, 74.366496
10.000000, -0.803839, 74.366496
10.000000, -0.738042, 74.366496
10.000000, -0.680374, 74.366496
10.000000, -0.648874, 74.366496
10.000000, -0.458280, 74.366496
10.000000, -0.198939, 74.366496
10.000000, -0.176613, 74.366496
10.000000, -0.159314, 74.366496
10.000000, 0.202184, 74.366496
10.000000, 0.999721, 74.366496
11.000000, -0.627530, 74.366496
11.000000, -0.206080, 74.366496
11.000000, 0.037800, 74.366496
11.000000, 0.056240, 74.366496
11.000000, 0.162188, 74.366496
11.000000, 0.357145, 74.366496
11.000000, 0.379546, 74.366496
11.000000, 0.454411, 74.366496
11.000000, 0.505043, 74.366496
11.000000, 0.550918, 74.366496
11.000000, 0.764876, 74.366496
11.000000, 0.844290, 74.366496
12.000000, -0.965524, 74.366496
12.000000, -0.278351, 74.366496
12.000000, 0.087594, 74.366496
12.000000, 0.159624, 74.366496
12.000000, 0.205931, 74.366496
12.000000, 0.481500, 74.366496
12.000000, 0.539954, 74.366496
12.000000, 0.607704, 74.366496
13.000000, -0.994480, 74.366496
13.000000, -0.933481, 74.366496
13.000000, -0.739221, 74.366496
13.000000, -0.623710, 74.366496
13.000000, -0.514106, 74.366496
13.000000, -0.513746, 74.366496
13.000000, -0.472272, 74.366496
13.000000, -0.410268, 74.366496
13.000000, -0.361890, 74.366496
13.000000, -0.289567, 74.366496
13.000000, -0.230895, 74.366496
13.000000, -0.193530, 74.366496
13.000000, 0.019155, 74.366496
13.000000, 0.079584, 74.366496
13.000000, 0.441708, 74.366496
13.000000, 0.506035, 74.366496
13.000000, 0.684793, 74.366496
13.000000, 0.685067, 74.366496
14.000000, -0.547077, 74.366496
14.000000, -0.213999, 74.366496
14.000000, -0.080341, 74.366496
14.000000, 0.052857, 74.366496
14.000000, 0.236427, 74.366496
14.000000, 0.248371, 74.366496
14.000000, 0.278036, 74.366496
14.000000, 0.407040, 74.366496
14.000000, 0.469762, 74.366496
14.000000, 0.479432, 74.366496
14.000000, 0.602916, 74.366496
15.000000, -0.953517, 74.366496
15.000000, -0.901353, 74.366496
15.000000, -0.888190, 74.366496
15.000000, -0.680324, 74.366496
15.000000, -0.539461, 74.366496
15.000000, -0.526809, 74.366496
15.000000, -0.511148, 74.366496
15.000000, -0.436004, 74.366496
15.000000, -0.418824, 74.366496
15.000000, -0.414685, 74.366496
15.000000, -0.196798, 74.366496
15.000000, -0.192788, 74.366496
15.000000, 0.019636, 74.366496
15.000000, 0.056412, 74.366496
15.000000, 0.128143, 74.366496
15.000000, 0.369184, 74.366496
15.000000, 0.385658, 74.366496
15.000000, 0.503164, 74.366496
15.000000, 0.661889, 74.366496
16.000000, -0.655366, 74.366496
16.000000, -0.632729, 74.366496
16.000000, -0.603149, 74.366496
